"제공대상","제목","내용","게시시작시간","게시종료시간"
국문,코레일 열차 차량고장,"1호선 종로5가~동대문역 간 상선 코레일 열차 고장으로 관계직원 출동 조치중입니다. 열차이용에 불편을 드려 대단히 죄송합니다. 1호선 구간 이용하시는 고객님은 타교통을 이용하시기 바랍니다.-서울교통공사 종합관제센터 11-08 14:22:41","2018-11-08 14:22","2018-11-08 15:22"
국문,"#또타지하철 위치측위(민원신고, 내위치) 기능 작업 알림#",서울교통공사 신규(교체) 전동차 도입 및 비콘 유지보수(성능개선) 등또타지하철 민원신고 및 내위치(위치측위) 기능 구현할 수 있는 비콘이 신규/교체/유지보수 작업 중입니다.비콘 미설치 및 비콘 전원 교체작업 차량은 또타지하철 민원신고 시 콜센터 문자/전화로 연결됩니다. 이용에 많은 불편을 드려 죄송합니다.대   상: 1~8호선 전차량기   간: 2018.10.16. ~ 11.29.,"2018-11-01 00:00","2018-11-29 00:00"
국문,스탬프투어 완주자 기념품 신청방법 안내,"1. 주요 일정  ○ 완주기념품 신청 : ’18.11.1.(목) 10:00 ~ 11.9.(금) 17:00  ○ 당첨자 발표 : ’18.11.19.(월) 10:00 공지사항에 게시 예정  ○ 완주기념품 배부 : ’18.11.19.(월) ~ 12.3.(월)  ※ 스탬프투어 행사 참여기간 : ’18.9.3.(월) ~ 10.31.(수)2. 완주기념품  ○ 기념품명 : 럭키스타 손난로 보조배터리(스탬프투어 기념인쇄 포함)  ○ 당첨인원 : 무작위추첨으로 선정된 531명 대상3. 완주기념품 신청방법  ○ 신청위치 : 홈페이지 ⇒ 시민참여 ⇒ 신청센터 ⇒ 스탬프투어  ○ 신청방법   ① 기념품 신청 전 인적사항(신청자와 동일한 성명, 전화번호)을 여권 3p에 기재     ② 완주스탬프 날인이 없을 경우, 기념품 신청자 명단에서 제외되니 파일을 첨부하기 전에 확인   ③ 완주인증서 등록하는 곳에 투어여권 2~3p 사진파일 첨부   ④ 기념품 수령역 등을 변경하고자 할 때에는, 기존에 입력한 성명, 전화번호, 본인확인번호를 입력해서 조회화면에서 변경http://www.seoulmetro.co.kr/kr/stamp.do?menuIdx=407","2018-10-31 01:00","2018-11-09 23:00"
국문,코레일 열차 차량고장,"10. 29.(월) 06:11경 발생한 4호선 이촌역 상선 코레일 제4302열차 역사 진입 전 차량고장은 후속열차 구원연결 이촌역 승객하차 후 열차운행 재개(07:30)/한성대입구역 유치선 유치 예정-서울교통공사 종합관제센터 10-29 07:38:36","2018-10-29 07:38","2018-10-29 08:38"
국문,코레일 열차 차량고장,"10. 29.(월) 06:11경 발생한 4호선 이촌역 상선 코레일 제4302열차 역사 진입 전 차량고장은 후속열차 구원연결 이촌역 승객하차 후 회송(07:30)/한성대입구역 유치선 유치 예정-서울교통공사 종합관제센터 10-29 07:34:52","2018-10-29 07:34","2018-10-29 08:34"
국문,코레일 열차 차량고장,"10. 29.(월) 06:11경 발생한 4호선 이촌역 상선 코레일 제4302열차 역사 진입 전 차량고장은 후속열차 구원연결 후 이촌역으로 차량이동/승객하차 조치중(07:26)-서울교통공사 종합관제센터 10-29 07:29:26","2018-10-29 07:29","2018-10-29 08:29"
국문,코레일 열차 차량고장,"10. 29.(월) 06:11경 발생한 4호선 이촌역 상선 코레일 제4302열차 역사 진입 전 차량고장은 후속열차 구원연결 중 밀착연결기 체결불량으로 구원연결 지연중-서울교통공사 종합관제센터 10-29 07:14:10","2018-10-29 07:14","2018-10-29 08:14"
국문,코레일 열차 차량고장,"10. 29.(월) 06:11경 4호선 이촌역 상선 코레일 제4302열차 역사 진입 전 차량고장으로 후속열차 구원연결 준비중-서울교통공사 종합관제센터 10-29 06:36:56","2018-10-29 06:36","2018-10-29 07:36"
국문,서울교통공사 서비스개선을 위해 고객님의 의견을 듣습니다,"1. 설문조사 기간 : 2018.10.17.(수)~10.26(금) (10일간)2. 설문조사 링크 : https://ko.surveymonkey.com/r/D3MNZ733. 설문조사 대상 : 지하철 1~8호선 이용 고객4. 기념품 증정 : 참여자중 총 50명 , 모바일 상품권 1만원 증정(무작위 전산추첨)5. 당첨자 발표 : 2018.10.29.(월) 18시 * 공사 사정에 따라 변동가능","2018-10-17 00:00","2018-10-26 00:00"
국문,"7호선 차량고장","7호선 상도역 상선 차량고장으로 7호선 도봉산 방면 열차가 지연 운행 중-서울교통공사 종합관제센터 10-05 18:38:52","2018-10-05 18:38","2018-10-05 19:38"
국문,#또타 지하철앱 활성화를 위한 온라인 설문조사,"『또타지하철 앱』을 알고 계십니까?  * 조사기간 :  ~&apos;18.10.8(월) 18:00까지(11일간) * 기념품증정,당첨자발표(10.12 금 17시) : 30명 , 모바일 상품권 1만원 지급   서울교통공사는 일평균 732만명을 수송하는 도시철도운영기관으로 지하철 노선도는 물론 실시간 열차위치 정보, 지하철 내 각종 편의시설, 범죄 신고 등 공사만이 가지고 있는 특화된 서비스를 제공하는 &apos;또타 지하철앱&apos;을 구축 운영중에 있습니다.* 또타지하철 앱 : 기존 &apos;지하철안전지킴이 앱&apos;을 &apos;18.05.03일 &apos;또타지하철 앱&apos;으로 명칭변경(설문조사 바로가기 : https://ko.surveymonkey.com/r/GTH3GGY)이번에 &apos;또타지하철 앱&apos;활성화를 위하여 1~8호선 이용고객을 대상으로 설문조사를 실시하게 되었습니다. 잠시 시간을 내어 설문에 응답해 주시면 &apos;또타지하철 앱&apos; 활성화에 큰 도움이 되겠습니다. 응답 내용은 &apos;또타지하철 앱&apos;활성화자료로만 사용되고 그 외에는 일절 사용되지 않습니다. 감사합니다. ","2018-10-01 00:00","2018-10-09 00:00"
국문,"3호선 열차 정상 운행",일산선 코레일 소속 특수차 고장은 조치 완료되어 3호선 전구간 정상 운행(09:04)-서울교통공사 종합관제센터 10-02 09:05:00,"2018-10-02 09:05","2018-10-02 10:05"
국문,"3호선 열차 운행(정정)","일산선 코레일 소속 특수차 고장은 백석역 유치선 유치 중, 3호선 상선 열차 운행 재개(08:24)-서울교통공사 종합관제센터  10-02 08:43:28","2018-10-02 08:43","2018-10-02 09:43"
국문,"3호선 열차 정상 운행",일산선 코레일 소속 특수차 고장은 조치 완료되어 3호선 전구간 정상 운행(08:24)-서울교통공사 종합관제센터 10-02 08:27:23,"2018-10-02 08:27","2018-10-02 09:27"
국문,"3호선 열차 운행 정보",일산선 코레일 소속 특수차 고장으로 3호선 구간은 구파발~오금역 간 운행/일산선은 대화~삼송역 간 운행 중-서울교통공사 종합관제센터 10-02 07:17:51,"2018-10-02 07:17","2018-10-02 08:17"
국문,#또타지하철 도착역 알림 서비스 코레일 구간 작업완료!,"# 또타지하철 도착역 알림 서비스를 사용해보세요~# 3,4호선 코레일차량 및 코레일구간에서도 사용 가능합니다.# 출퇴근 시간에 많이 이용해주세요!!!!-------시범운영 현황----------1. 대 상: 또타지하철 앱 2. 시범기간: 2018.7.2. ~ 10.1.(3개월) 3. 시범구간: 2·3·4호선 4. 시범서비스 활용방법 ○ 조 건: 2,3,4호선 도착역인 경우 도착역 알림 서비스 ○ 설 정: 도착역선택, 이동경로검색(출발-도착) 결과 페이지 알림이미지 선택(알람아이콘설정) ○ 알림방법: 전역 및 도착역 도달시 진동(전역5초, 도착역10초) 후 푸시메시지 표출 ○ 해 제 - 도착역 알림메시지 수신 후 자동해제 - 사용자가 상시알림창에서 서비스 안내종료 선택 - 사용자가 기 설정한 이동경로검색 페이지에서 도착역 알림 비활성화 선택 - 사용자가 이동경로 재 설정시 ○ 평 가 : 알림서비스 사용 후 서비스 평가 ","2018-09-07 00:00","2018-10-01 00:00"
국문,장애인단체 시위 종료,"1호선 시청역 상선 장애인단체 시위는 13:45분부로 종료되었으며 열차 정상운행 중-서울교통공사 종합관제센터  08-21 13:55:58","2018-08-21 13:55","2018-08-21 14:55"
국문,장애인 단체 시위,"1호선 시청역 상선 장애인단체 시위로 13:30분 현재 열차 지연 운행 중-서울교통공사 종합관제센터 08-21 13:34:59","2018-08-21 13:34","2018-08-21 14:34"
국문,"#2018년 가을 소확행, 스탬프투어 참여 안내","2018년 스탬프투어 참여 안내가을을 맞이해 소소한 서울여행을 떠날 수 있는 서울교통공사 스탬프투어를 진행하오니 시민 여러분의 많은 참여를 바랍니다.   1. 주요 일정 ○ 스탬프투어 진행 : ’18.09.03(월) ~ 10.31.(수) ○ 완주기념품 신청 : ’18.11.01.(목) ~ 11.09.(금) ○ 완주기념품 배부 : ’18.11.19.(월) ~ 12.03.(월)2. 투어 참여방법 ① 투어코스 해당역 고객안내센터(31개소)에서 스탬프투어 여권을 수령 ② 코스별 명소를 여행하며 인증샷 1장을 찍고, 해당역 직원에 확인 ③ 해당 코스에 대한 스탬프 수집 ④ 코스별 4개 이상의 스탬프를 수집하고 완주스탬프 날인 ⑤ 기념품 신청기간 내에 홈페이지 설문조사에 참여하고 완주인증서 등록 ⑤ 완주기념품 당첨자는 배부기간 내에 신청한 역에서 기념품 수령3. 기타 참고사항 ○ 사전예약 필수인 장소에 대한 정보 미리 숙지하고 방문하기    ※ 투어여권의 QR코드를 활용하면 관련 정보 확인 가능  ○ 자세한 사항은 공사 홈페이지(www.seoulmetro.co.kr) 참조","2018-08-21 00:00","2018-10-31 00:00"
국문,열차운행재개,"1호선 서울역 상선 코레일 K624 열차 고장은 임시 조치로 운행을 재개하였읍니다(12:50) -서울교통공사 종합관제센터 08-05 13:05:20","2018-08-05 13:05","2018-08-05 14:05"
국문,차량고장,"1호선 서울역 상선 코레일 K624 열차 고장으로 승객하차 및 입환중 열차가 중지로 본선이 물려 상행열차 중단,  현장 지휘소 개설, 직원 출동 조치중 -서울교통공사 종합관제센터  08-05 11:45:05 08-05 11:45:24","2018-08-05 11:45","2018-08-05 12:45"
국문,차얄고장,"1호선 서울역 상선 코레일 K624 열차 고장으로 승객하차 및 입환중 열차가 중지로 본선이 물려 상행열차 중단,  현장 지휘소 개설, 직원 출동 조치중 -서울교통공사 종합관제센터  08-05 11:45:05","2018-08-05 11:45","2018-08-05 12:45"
국문,"우이신설 경전철 구간 상,하선 열차 정상운행"," 우이신설 경전철 구간 전차선 정전은 조치완료되어 상,하선 열차 정상운행합니다.열차 이용에 불편을 드려 대단히 죄송합니다.-서울교통공사 종합관제센터  08-04 10:16:45","2018-08-04 10:16","2018-08-04 11:16"
국문,"우이신설 경전철 구간 정차선 정전으로 상,하선 운행중지","우이신설 경전철 구간 전차선 정전으로 상, 하선 열차가 운행중지 되고 있습니다.열차이용에 불편을 드려 대단히 죄송합니다.-서울교통공사 종합관제센터  08-04 09:58:47","2018-08-04 09:58","2018-08-04 10:58"
국문,"『2,3,4호선 열차안내방송 모바일 알림 시범운영』 실시 ","1. 대 상: 또타지하철 앱2. 시범기간: 2018.7.2. ~ 10.1.(3개월)3. 시범구간: 2·3·4호선4. 시범서비스 활용방법    ○ 조 건: 2,3,4호선 도착역인 경우 도착역 알림 서비스    ○ 설 정: 도착역선택, 이동경로검색(출발-도착) 결과 페이지 알림이미지 선택(알람아이콘설정)    ○ 알림방법: 전역 및 도착역 도달시 진동(전역5초, 도착역10초) 후 푸시메시지 표출     ○ 해 제        - 도착역 알림메시지 수신 후 자동해제        - 사용자가 상시알림창에서 서비스 안내종료 선택        - 사용자가 기 설정한 이동경로검색 페이지에서 도착역 알림 비활성화 선택        - 사용자가 이동경로 재 설정시    ○ 평 가 : 알림서비스 사용 후 서비스 평가","2018-07-12 00:00","2018-10-01 00:00"
국문,"2018년 여름철 열차운행계획 변경","2018년 여름철 냉방수요 급증으로 에너지 절감대책등을 기여하고자 열차운행계획 변경되오니 참고하시기바랍니다.1. 시행호선 : 2·3·4·5·6·7·8호선 평일2. 시행기간가. 2·5·6·7·8호선 평일: 2018.7.6.(금)~9.6.(목)/평일44일간나. 3·4호선 평일:2018.7.13.(금)~9.6.(목)/평일39일간※ 여름철 열차운행계획 시행기간 종료 시 기존 열차  운행계획으로 환원 예정3. 호선별 운행시각 조정 내용 가. 2·3·4호선: 74개 열차(일정시격 유지) 나. 5·6·7·8호선: 낮 시간대 운행시격 0.5 ~ 1분 늘림","2018-07-10 09:00","2018-09-06 23:00"
국문,또타지하철 경로탐색 이용 일시중지,"보다 나은 서비스를 위해 6월 16일(토) 서울교통공사 홈페이지 서버 점검이 있을 예정입니다.점검시간 동안 또타지하철 경로탐색 및 공사 홈페이지 이용이 제한됩니다.- 점검일자 : 6.16.(토) 09:00 ~ 13:00         ※ 작업상황에 따라 단축 또는 연장될수 있음- 중지서비스 : 서울교통공사 홈페이지, 또타 지하철 경로탐색","2018-06-14 00:00","2018-06-16 23:00"
국문,【러시아월드컵 거리응원 관련 2호선 지하철 임시운행 등 안내】,"【러시아월드컵 거리응원 관련 2호선 지하철 임시운행 등 안내】 러시아월드컵 거리응원 참여객의 귀가길 교통편의 제공을  위하여 2호선의 운행시간을 변경하오니 많은 이용 바랍니다.○ 운행일시 - 멕시코전 : 6.23.(토) 정상운행종료 후,              다음날 02:30~04:00 임시운행 - 독 일 전 : 6.27.(수) ~ 다음날 02:30             (종착역 기준)까지 연장운행○ 운행대상 : 2호선 본선 (성수·신정지선 제외) ○ 운행시격 : 15~20분 간격 ","2018-06-19 09:00","2018-06-28 10:00"
국문,"2호선 합정역 연기발생 관련 열차 정상운행","2호선 합정역 연기발생은 차량고장으로 확인되어 현시간부로 열차 정상운행합니다.열차이용에 불편을 드려 대단히 죄송히 합니다. 06-07 08:51:11","2018-06-07 08:51","2018-06-07 09:51"
국문,"2호선 합정역 터널내 연기발생","2호선 합정역 터널내 연기?생으로 내,외선 열차가 지연되고 있습니다.열차이용에 불편을 드려 죄송합니다. 06-07 08:37:16","2018-06-07 08:37","2018-06-07 09:37"
국문,또타지하철 운영 일시중지 안내,# 또타지하철 서버실 전원공급연계장치   교체로 인해 앱 운영을 일시중지함을 알려드리오니  시민 여러분의 많은 양해를 부탁드립니다. # 작업일시: 2018.06.06.(수) 09:30~18:00,"2018-06-05 14:00","2018-06-06 15:00"
국문,대중교통 이용장려 캠페인,"세계 환경의 날(6.5)을 맞이하여 아래와 같이 이벤트를 실시하니 많은 참여 부탁드립니다.- 행사명 : 대중교통 이용장려 캠페인- 행사기간 ; ‘18.6.5.(화) ~ 6.10.(일)- 행사장소 : 현대백화점 경인 10개점 사은데스크 (압구정본점, 무역센터점, 천호점, 신촌점, 미아점, 목동점,  중동점, 킨텍스점, 디큐브시티점, 판교점)- 참여대상 ; 행사장소 방문 당일 대중교통 이용자- 참여방법 : 우리공사 지하철 탑승 후, ‘또타지하철’앱의  내위치 실행 및 캡쳐    ※ 우리공사 1~8호선 관할역이면서 공사 전동차      내에서만 기능함  ※ 오류발생시, 지하철 내 인증사진으로 대체가능- 참여혜택 : 미세먼지 마스크(웰킵스 KF94)   2매 증정(점별 400명 한정)","2018-06-05 09:00","2018-06-10 20:00"
국문,동대문역사문화공원역 노후 E/S 교체공사로 5호선 환승통로 폐쇄 알림,고객님의 안전 및 편의를 위한 노후 에스컬레이터 교체공사로 5호선 동대문역사문화공원역 환승통로를 폐쇄합니다.(2호선&lt;-&gt;4호선 환승통로 정상 이용가능)통행불편 최소화를 위하여 공사를 조기에 마치도록 하겠습니다.공사기간 : 2018.7.18.~10.31.,"2018-06-14 00:00","2018-09-21 05:00"
국문,"4호선 열차운행정보 일시 중지 알림","# 또타지하철(구 지하철안전지킴이) 연계 산업용PC 교체작업으로 인한 4호선 열차운행정보 일시중지(미현시)됨을 알려드립니다.# 작업일시: 5.29.(화) 13:00 ~ 18:00# 작업내용: 산업용PC 교체작업# 대상시스템  ? 또타지하철 앱(시민용, 보안관용)  ? 실시간열차운행정보(홈페이지)","2018-05-29 09:40","2018-05-30 01:10"
국문,또타지하철이 새롭게 태어납니다!,#지하철안전지킴이 앱 명칭이 시민공모전 결과 &quot;또타지하철&quot;로 새롭게 태어납니다.#변경일자 : 2018. 5. 28.많은 활용 부탁드립니다.,"2018-05-28 16:40","2018-06-19 00:00"
국문,"6호선 차량고장 조치완료","6호선 안암역에서 발생한 봉화산행 제6059열차 고장은 조치완료되어 봉화산방면 열차 정상운행되고 있습니다.-서울교통공사 종합관제센터  05-21 09:25:25","2018-05-21 09:25","2018-05-21 10:25"
국문,"6호선 차량고장","6호선 안암역에서 봉화산행 제6059열차 고장으로 조치가 지연되어 봉화산방면 열차가 지연운행 되고 있습니다.-서울교통공사 종합관제센터  05-21 09:15:44","2018-05-21 09:15","2018-05-21 10:15"
국문,코레일 경의 중앙선 팔당~망우역간 단선운행 조치완료,코레일 경의 중앙선 팔당~망우역간 단선운행은 조치완료되어 열차 정상운행(08:15)-서울교통공사 종합관제센터 05-17 09:57:17,"2018-05-17 09:57","2018-05-17 10:57"
국문,경의 중앙선 팔당~망우선 단선운행,경의 중앙선 팔당~망우선 단선운행으로 인하여 열차가 지연되고 있으니 바쁘신 분은 타 교통편을 이용하시기 바랍니다.-서울교통공사 05-17 06:27:45,"2018-05-17 06:27","2018-05-17 07:27"
국문,"2호선 도착역 알림 서비스 시범운영 종료(안드로이드 해당)",# 2호선 도착역 알림서비스가 종료되었습니다.# 2·3·4호선 도착역 알림 서비스가 6월중 실시 예정입니다.  많은 이용 부탁드립니다!!!,"2018-05-10 00:00","2018-06-19 00:00"
국문,차량고장 조치완료,"2호선 교대역 외선 제2327열차 차량고장으로 후속열차와 구원 연결 차량기지로 이동, 후속 외선열차 정상 운행.  열차이용에 불편을 드려 대단히 죄송합니다.-서울교통공사 종합관제센터 05-01 17:00:56 05-01 17:16:34 05-01 17:30:53 05-01 17:39:02","2018-05-01 17:39","2018-05-01 18:39"
국문,차량고장 구원연결 이동 중,"2호선 교대역 외선 제2327열차 차량고장으로 후속열차와 구원 연결 차량기지로 이동 중. 열차이용에 불편을 드려 대단히 죄송합니다.-서울교통공사 종합관제센터 05-01 17:00:56 05-01 17:16:34 05-01 17:30:53","2018-05-01 17:30","2018-05-01 18:30"
국문,차량고장,"2호선 교대역 외선 제2327열차 차량고장으로 후속열차와 구원 연결중에 있습니다. 열차이용에 불편을 드려 대단히 죄송합니다.-서울교통공사 종합관제센터 05-01 17:00:56 05-01 17:16:34","2018-05-01 17:16","2018-05-01 18:16"
국문,차량고장,"2호선 교대역 외선 제2327열차 차량고장으로 후속열차와 구원연결중으로 지연되고 있습니다. 불편을 드려 대단히 죄송합니다.-서울교통공사 종합관제센터 05-01 17:00:56","2018-05-01 17:00","2018-05-01 18:00"
국문,"5호선 열차정상운행","5호선 상일동행 차량고장은 조치완료되어 열차 운행 재개-서울교통공사 종합관제센터 04-20 15:30:25","2018-04-20 15:30","2018-04-20 16:30"
국문,"5호선 열차지연운행","5호선 상일동역 열차가 차량고장으로 5호선 열차가 지연 운행 중-서울교통공사 종합관제센터 04-20 15:13:47","2018-04-20 15:13","2018-04-20 16:13"
국문,"7호선 차량고장","7호선 차량고장은 19:55경 고장열차 견인완료되어 열차가 정상 운행중입니다열차이용에 불편을 드려 대단히 죄송합니다 04-12 20:58:06","2018-04-12 20:58","2018-04-12 21:58"
국문,"7호선 차량고장","19:09분경 발생한 7호선 하선 온수역 진입중 차량고장은 후속열차 구원하여 온수역으로 이동중입니다. 열차 운행이 다소 지연됨을 알려드립니다 열차 이용에 불편을 드려 죄송합니다.-서울교통공사 제1종합관제센터 04-12 19:51:22","2018-04-12 19:51","2018-04-12 20:51"
국문,"7호선 차량고장","19:19경 7호선 온수역 진입시 발생한 차량고장으로 부평구청방면 열차가 지연 운행되고 있습니다-서울교통공사 종합관제센터- 04-12 19:28:29","2018-04-12 19:28","2018-04-12 20:28"
국문,[이벤트] 지하철안전지킴이 앱 명칭 공모,사용하고계신 지하철안전지킴이 앱의 새로운 이름을 지어주세요푸짐한 상품도 준비하였으니 많은 참여 부탁드립니다.자세한 내용은 홈페이지를 방문해주세요~ ^^http://www.seoulmetro.co.kr,"2018-04-06 00:00","2018-04-23 23:50"
국문,뮤지컬 맨 오브 라만차 응모하세요(서울교통공사 웹진1호),서울교통공사 웹진 1호가 나왔습니다.뮤지컬 맨 오브 라만차도 응모하세요! ^^http://webzine.seoulmetro.co.kr/,"2018-03-30 00:00","2018-04-19 23:50"
국문,"2호선 도착역 알림 서비스 시범운영 (안드로이드만 적용)",# 시범기간 : 2018.03.13. ~ 04.13 # 시범구간 : 2호선# 사용방법  1) 조건 : 도착역이 2호선인 경우 도착역 알림 서비스  2) 설정 : 이동경로검색(출발-도착) 결과 페이지 알림이미지 선택(ON설정)-첨부참조  3) 해제     - 도착역 알림메세지 수신 후 자동해제    - 사용자가 상시 알림창에서 안내종료 선택    - 사용자가 기 설정한 이동경로검색 페이지에서 도착역 알림 비활성화    - 사용자가 이동경로 재 설정 시  4) 평가 : 알림서비스 사용 후 서비스 평가,"2018-03-13 13:50","2018-04-13 23:50"
국문,차량고장,"3.6(화) 08:37경 2호선 서초역 외선 제2083열차 출입문 1개 닫힘불능으로 승객하차 후 회송. 열차가 다소 지연운행되오니  이용에 참고하시기 바랍니다.-서울교통공사 종합관제센터  03-06 08:48:25","2018-03-06 08:48","2018-03-06 09:48"
국문,"1호선 하선 서울역~남영역 간 코레일 열차 사상사고는 조치완료되어 열차운행 재개","1호선 하선 서울역~남영역 간 코레일 열차 사상사고(사망)는 조치완료되어 열차운행 재개되었으며 사상사고 여파로 인하여 열차운행이 지연되고 있습니다. 열차이용에 불편을 드려 대단히 죄송합니다-서울교통공사 종합관제센터  02-27 23:04:12","2018-02-27 23:04","2018-02-28 00:04"
국문,"1호선 하선 서울역~남영역 간 코레일 열차 사상사고 발생으로 조치 중","1호선 하선 서울역~남영역 간 코레일 열차 사상사고(사망) 발생으로 1호선 열차 운행이 중단되고 있습니다. 열차이용에 불편을 드려 대단히 죄송합니다-서울교통공사 종합관제센터 02-27 22:10:31","2018-02-27 22:10","2018-02-27 23:10"
국문,서울9호선 개화방면 마곡나루~개화역 운행 재개,"9호선 개화(김포공항) 방면 레일연마차 사고는 복구완료되어 07:30 부로 9호선 전구간 정상운행을 재개합니다. 02-23 07:33:09","2018-02-23 07:33","2018-02-23 08:33"
국문,"9호선 개화방면 마곡나루~개화역 운행불가 안내","9호선 개화(김포공항) 방면 열차 운행이 야간작업 중 발생한 레일연마차 사고 발생으로 인해 운행불가 상태입니다. 복구 시간은 약 07:30 이후로 예상됩니다. 9호선 양천향교역에서 개화역 방면 이용 고객께서는 차량 운행 불가 내용 참고바랍니다. 02-23 06:55:40","2018-02-23 06:55","2018-02-23 07:55"
국문,선로전환기 장애 조치완료,고객여러분께 안내말씀드립니다.현재 2월 18일 10:55분 2호선 성수 지선 신답역 내선 선로전환기 불일치는 관계직원 출동하여 수동 취급 및 용답역 신호기계실 제어전원 휴즈교체로 정상복구되어 열차가 정상운행되었습니다(11:54).열차 이용에 불편을 드려 대단히 죄송합니다.-서울교통공사 종합관제센터 02-18 12:08:35,"2018-02-18 12:08","2018-02-18 13:08"
국문,선로전환기 장애,고객여러분께 안내말씀드립니다.현재 2월 18일 10:55분 2호선 성수 지선 신답역 내선 선로전환기 불일치로 수동 취급운행으로 열차가 지연되고 있습니다.열차 이용에 불편을 드려 죄송합니다.-서울교통공사 종합관제센터 02-18 11:23:20,"2018-02-18 11:23","2018-02-18 12:23"
국문,서초 엘리베이터내부1호기(사랑의교회 출구) 고장 알림 ,"승객 여러분의 통행에 불편을 드려 죄송합니다.서초역 엘리베이터 내부1호기 제어반 내부 주요부품 고장으로 이용자 안전을위해 운행정지하게 되었습니다. 현재 원인조사 및 피해상태 확인 중에 있으며, 최대한 빠른 시일 내 정상운행 될 수 있도록 최선을 다하겠습니다.# 게시기간 : 2018.2.9~3.31문의처 : 서초역 역무실   02-6110-2241","2018-02-09 17:00","2018-03-31 00:00"
국문,"8호선 열차 정상운행","2월1일(목) 18:33경 발생한 8호선 단대오거리역 차량고장은 후부자력운전으로 가락시장역에서 회차 및 입고 후 18:54경 운행재개-서울교통공사 종합관제센터 2-1 18:54:20 02-01 19:02:51","2018-02-01 19:02","2018-02-01 20:02"
국문,열차지연(8호선),"8호선 단대오거리역에서 암사방면 열차가 지연되고 있습니다-서울교통공사 종합관제센터- 2.1 18:45 02-01 18:57:46","2018-02-01 18:57","2018-02-01 19:57"
국문,차량고장,"2호선 강변역 외선 2001열차(225편성) 차장측 연무발생으로 승객하차 및 회송(군자차량기지입고)으로 강변역에서 신도림방면 열차가 다소 지연운행 되고 있습니다.-서울교통공사 종합관제센터  02-01 06:28:47","2018-02-01 06:28","2018-02-01 07:28"
국문,서울시 초미세먼지 나쁨 경보 발령/지하철 운임면제 알림,"서울시 미세먼지 나쁨 경보 발령에 따라 서울지하철 요금면제에 대해서 알려드립니다.면제시간은 금일(17일) 18시부터 21시까지, 익일(18일) 오전 첫차부터 09시까지, 18시부터 21시까지 승차 기준이며 대상카드는 선, 후불 교통카드만 해당됩니다. 이용방법으로는 평소와 동일하게 교통카드 단말기에 태그하시면 되오니 열차 이용에 참고하시기 바랍니다.-서울교통공사 종합관제센터 01-17 17:32:26","2018-01-17 17:32","2018-01-17 18:32"
국문,서울시 초미세먼지 나쁨 경보 발령/지하철 운임면제 알림,"1.16.(화) 17시부로 서울시에서 미세먼지 나쁨 경보 발령으로 인한 서울지하철 요금면제에 대해서 알립니다면제시간은 1.17(수) 오전 첫차부터 09시까지, 오후는 18시부터 21시까지 승차 기준이고 대상카드는 선, 후불 교통카드만 해당되며 이용방법으로는 평소와 동일하게 교통카드 단말기에 태그하시면 되오니 열차 이용에 참고하시기 바랍니다.-서울교통공사 종합관제센터 01-16 17:34:37","2018-01-16 17:34","2018-01-16 18:34"
국문,서울시 초미세먼지 나쁨 발령/지하철 운임면제 알림,"2018.1.14.17시부로 서울시에서 미세먼지 나쁨 발령으로 인한 서울지하철 요금면제에 대해서 알립니다면제시간은 1.15(월) 오전은 첫차부터 09시까지, 오후는 18시부터 21시까지로 승차기준에 따르며 대상카드는 선,후불 교통카드만 해당되며 이용방법으로는 평소와 동일하게 교통카드 단말기에 태그하시면 되오니 열차 이용에 참고하시기 바랍니다.-서울교통공사 종합관제센터  01-15 07:19:59","2018-01-15 07:19","2018-01-15 08:19"
국문,초미세먼지 고농도 발령 운임면제 알림,"2018년 1월 14일(일) 17:00 ~ 서울시 초미세 먼지 나쁨 발령 / 지하철운임 면제 및 연장운행 실시시행일:오늘(15일), 지하철 운임면제(출퇴근시간대):첫차~09시 18시~20시, 1시간연장운행 :09:00~10:00 20:00~21:00(연장운행은 지하철 운임 면제 행당 않됨)열차 이용에 참고하시기 바랍니다.- 서울교통공사 종합관제센터    01-15 06:44:53","2018-01-15 06:44","2018-01-15 07:44"
국문,초미세먼지 고농도 발령 운임면제,"2018년 1월 14일(일) 17:00 ~ 서울시 초미세 먼지 나쁨 발령 / 지하철운행면제및 연장운행(정정)실시시행일 :오늘(15일), 지하철 운임면제(출퇴근시간) :첫차~09시 18시~20시, 1시간연장운행 :09:00~10:00 20:00~21:00 - 서울교통공사 종합관제센터   01-15 06:11:50 01-15 06:34:01 01-15 06:35:26","2018-01-15 06:35","2018-01-15 07:35"
국문,초미세먼지 고농도 발령 운임면제,"2018년 1월 14일(일) 17:00 ~ 서울시 초미세 먼지 나쁨 발령 / 지하철운행면제및 연장운행 실시시행일 :오늘(15일), 지하철 운임면제(출퇴근시간) :첫차~09시 18시~21시, 1시간연장운행 :09:00~10:00 20:00~21:00 - 서울교통공사 종합관제센터   01-15 06:11:50 01-15 06:34:01","2018-01-15 06:34","2018-01-15 07:34"
